instruction,output
"Hi, I need to convert 500 USD to EUR. Can you help me with that?","name: convert_currency
arguments:
  amount: 500
  from: USD
  to: EUR"
"Hi, I need help with calculating my tax. My total income is $50000 and the tax rate is 20%.


 Sure, I can help you with that. Let me calculate it for you. <|endoftext|>","name: calculate_tax
arguments:
  income: 50000
  tax_rate: 20"
"Hi, I just got my exam results back and I scored 85%. Can you tell me what grade that is?","name: calculate_grade
arguments:
  score: 85"
"Hi, I need help with calculating a tip. My bill is $50 and I want to leave a 15% tip.","name: calculate_tip
arguments:
  bill_amount: 50
  tip_percentage: 15"
"Hey, I need a random number between 1 and 100.","name: generate_random_number
arguments:
  min: 1
  max: 100"
"Hi, I need a random number between 1 and 100.","name: generate_random_number
arguments:
  min: 1
  max: 100"
"The title is ""Project Meeting"" and the description is ""Prepare presentation for the project meeting"".","name: create_todo
arguments:
  title: Project Meeting
  description: Prepare presentation for the project meeting"
"Yes, it's www.mywebsite.com.","name: generate_qr_code
arguments:
  data: www.mywebsite.com
  size: 200"
"Sure, the loan amount is $50000, the interest rate is 5% and the term of the loan is 60 months.","name: calculate_loan_payment
arguments:
  loan_amount: 50000
  interest_rate: 5
  loan_term: 60"
"Hi, I want to know the latest news about technology in the United States.


 Sure, I can help with that. Let me fetch the information for you. <|endoftext|>","name: get_news
arguments:
  category: technology
  country: United States"
"The text is ""Hello World!"" and the encryption key is ""12345"".","name: encrypt_text
arguments:
  text: Hello World!
  encryption_key: ""12345"""
I saw a dress that I liked. It was originally priced at $100 but it's on a 20% discount. How much will it cost now?,"name: calculate_discount
arguments:
  original_price: 100
  discount_percentage: 20"
"Yes, I want to listen to pop music.","name: play_music
arguments:
  genre: pop"
"I have chicken, bell peppers, onions, and tomatoes.","name: search_recipes
arguments:
  ingredients[4]: chicken,bell peppers,onions,tomatoes"
"Sure, I am looking for the iPhone 12 in New York.","name: check_availability
arguments:
  product: iPhone 12
  location: New York"
"Hey, I need to remember to buy groceries tomorrow. Can you add that to my to-do list with high priority?


 Sure, I can help with that. Let me add this task to your to-do list. <|endoftext|>","name: create_todo
arguments:
  task: Buy groceries
  due_date: tomorrow
  priority: high"
"Hi, I need to know the distance between New York and Los Angeles.","name: calculate_distance
arguments:
  start_location: New York
  end_location: Los Angeles"
"Hi, can you tell me the current stock price of Microsoft?","name: get_stock_price
arguments:
  symbol: MSFT"
I want to watch a movie tonight. Can you suggest me some good action movies?,"name: search_movies
arguments:
  query: action"
"Hi, can you tell me the current stock price of Apple?","name: get_stock_price
arguments:
  symbol: AAPL"
"Hey, can you get me the latest news on technology?","name: get_news
arguments:
  category: technology"
"I have some chicken, broccoli, and cheese. Can you find me a recipe?","name: search_recipes
arguments:
  ingredients[3]: chicken,broccoli,cheese"
I am looking for books by J.K. Rowling.,"name: search_books
arguments:
  query: J.K. Rowling"
"Hi, I need to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
Can you get me the latest news headlines from the United States in English?,"name: get_news_headlines
arguments:
  country: United States
  language: English"
"Hi, I need to calculate my BMI. I weigh 70 kilograms and I am 1.75 meters tall.


 Sure, I can help you with that. Let me calculate it for you. <|endoftext|>","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"Hi, can you tell me the distance between New York and Los Angeles?


 Sure, I can help with that. Let me calculate the distance for you. <|endoftext|>","name: calculate_distance
arguments:
  origin: New York
  destination: Los Angeles"
"Hi, I have a list of numbers and I need to find the average. The numbers are 5, 10, 15, 20, 25.","name: calculate_average
arguments:
  numbers[5]: 5,10,15,20,25"
I'm in the mood for a comedy movie. Can you suggest some?,"name: search_movies
arguments:
  search_query: comedy"
"Hi, can you help me calculate the square of 7?


 Sure, I can help with that. Let me do the calculations for you. <|endoftext|>","name: calculate_square
arguments:
  number: 7"
I want it to be 12 characters long.,"name: generate_password
arguments:
  length: 12"
"The title should be ""Team Meeting"" and the content should be ""Discuss project updates, budget allocation and team assignments"".","name: create_note
arguments:
  title: Team Meeting
  content: ""Discuss project updates, budget allocation and team assignments"""
"I need to generate an invoice for a customer named John Doe. He bought 5 units of the product ""Super Widget"" at a price of $20 each.","name: generate_invoice
arguments:
  customer_name: John Doe
  product_name: Super Widget
  quantity: 5
  price: 20"
"Can you tell me about the movie ""Inception""?","name: get_movie_details
arguments:
  title: Inception"
"Hi, I need to convert 1000 USD to EUR. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  source_currency: USD
  target_currency: EUR"
"Hi, I would like to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
I saw a jacket I liked in a store. It was originally priced at $200 but there's a 20% discount. Can you tell me how much it will cost after the discount?,"name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
"Hi, I need to calculate the Fibonacci sequence up to 10. Can you help me with that?


 Of course, I can help with that. Let me calculate it for you. <|endoftext|>","name: calculate_fibonacci_sequence
arguments:
  number: 10"
Can you help me find books by J.K. Rowling?,"name: search_books
arguments:
  keyword: J.K. Rowling"
"Hi, I need help with calculating a tip. My bill amount is $50 and I want to give a 20% tip.","name: calculate_tip
arguments:
  bill_amount: 50
  tip_percentage: 20"
"Hi, can you play the song 'Shape of You' by Ed Sheeran?


 Sure, I can do that for you. Let me just set that up. <|endoftext|>","name: play_music
arguments:
  song: Shape of You
  artist: Ed Sheeran"
"Sure, the principal amount is $200,000, the annual interest rate is 3.5%, and the loan term is 30 years.","name: calculate_loan_payment
arguments:
  principal: 200000
  interest_rate: 3.5
  loan_term: 30"
I am looking for a book but I can't remember the title. I know it's a mystery novel by Agatha Christie.,"name: search_books
arguments:
  author: Agatha Christie
  genre: mystery"
"Hi, I saw a dress that I liked in a store. It was originally priced at $200 but there's a 20% discount on it. Can you tell me how much I will have to pay after the discount?","name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
"Hi, I need to convert 500 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 500
  from_currency: USD
  to_currency: EUR"
"Can you tell me about the movie ""Inception""?","name: get_movie_details
arguments:
  title: Inception"
"I have some chicken, tomatoes and garlic. Can you find me a recipe?","name: search_recipes
arguments:
  ingredients[3]: chicken,tomatoes,garlic"
"Hi, I need to convert 500 USD to Euros. Can you help me with that?


 Sure, I can help you with that. Let me calculate the conversion for you. <|endoftext|>","name: convert_currency
arguments:
  from_currency: USD
  to_currency: EUR
  amount: 500"
"Hi, I would like to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"The content should be ""Discuss Q1 sales performance, Plan for Q2, Review marketing strategies"".","name: create_note
arguments:
  title: Team Meeting Agenda
  content: ""Discuss Q1 sales performance, Plan for Q2, Review marketing strategies"""
"Yes, it's www.mywebsite.com.","name: generate_qr_code
arguments:
  data: www.mywebsite.com
  size: 200"
Can you help me find books written by J.K. Rowling?,"name: search_books
arguments:
  query: J.K. Rowling"
"Can you analyze the sentiment of this text for me? ""I am feeling really happy today. The sun is shining and the birds are singing.""","name: analyze_sentiment
arguments:
  text: I am feeling really happy today. The sun is shining and the birds are singing."
"Hi, I was born on 1990-05-15. Can you tell me how old I am today?","name: calculate_age
arguments:
  birthdate: 1990-05-15"
"Hi, I need help with calculating a tip. My bill is $85 and I want to leave a 15% tip.","name: calculate_tip
arguments:
  bill_amount: 85
  tip_percentage: 15"
"Hi, I need to convert 1000 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from: USD
  to: EUR"
"Hi, I need to convert 1000 USD to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from_currency: USD
  to_currency: EUR"
I saw a dress that I liked in a store. It was priced at $200 but there's a 20% discount. Can you tell me how much I will have to pay after the discount?,"name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
I am a vegan and I am allergic to peanuts. Can you suggest a recipe for me?,"name: get_recipe
arguments:
  dietary_preferences[1]: vegan
  exclude_ingredients[1]: peanuts"
"Can you tell me the distance between New York and Los Angeles?


 Sure, I can help with that. Let me calculate the distance for you. <|endoftext|>","name: calculate_distance
arguments:
  point1:
    latitude: 40.7128
    longitude: -74.006
  point2:
    latitude: 34.0522
    longitude: -118.2437"
"Hi, I need to convert 1000 USD to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from_currency: USD
  to_currency: EUR"
I need to generate an invoice for a customer named John Doe. He bought 2 apples for $1 each and 3 bananas for $0.5 each.,"name: generate_invoice
arguments:
  customer_name: John Doe
  items[2]{name,price,quantity}:
    apple,1,2
    banana,0.5,3"
"Hi, I was born on 1990-05-15. Can you tell me how old I am today?","name: calculate_age
arguments:
  birthdate: 1990-05-15"
"The title is ""Project Discussion"", it should start at 10:00 AM and end at 11:00 AM.","name: create_event
arguments:
  title: Project Discussion
  start_time: ""10:00 AM""
  end_time: ""11:00 AM"""
"Hi, I just bought a new laptop for $1500. Can you help me calculate how much sales tax I would have to pay if the tax rate is 7%?","name: calculate_sales_tax
arguments:
  purchase_amount: 1500
  tax_rate: 7"
